banco;comercio;tipo;descuento;descuento_pct;tope;dias;horario;lugares;tarjetas;modalidad;region;vigencia;url;condiciones
BCI;Viviana Casa de Té;Aprovecha este beneficio en Puerto Varas;30% dcto · Todos los martes;30;$30.000;Lunes, Martes;;;Exclusivo con tus tarjetas de Crédito Bci.;Presencial;;2026-08-01 → 2026-10-01;https://turismo.ptovaras.cl/servicios-turisticos/servicio/casa-de-te-viviana;30% de descuento con tope de $30.000 al momento de pagar en el comercio.  / Para hacer efectivo el descuento Bci, debes solicitarlo en el restaurante antes de realizar la compra. / Descuento no aplica sobre el costo de propina. / No acumulable con otras promociones y/o descuentos.  / Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta Líder Bci. /  / Legal: 30% de descuento en el total de la cuenta, con tope de $30.000 pagando con Tarjetas de Crédito Bci. Válido solo para compras presenciales, no se consideran las compras a través de otros canales. Para hacer efectivo el descuento, debes solicitarlo al momento de pedir la cuenta. Este beneficio se podrá utilizar solo una vez al día y no es acumulable con otras promociones y/o descuentos. Descuento no aplica sobre el costo de propina. El beneficio se aplica de manera presencial según la disponibilidad de cada comercio. Los precios, calidad, estado y entrega de los productos y servicios ofrecidos son de exclusiva responsabilidad de los comercios adheridos, sin responsabilidad alguna de Bci en ello ni en la ulterior atención que se demande. Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta  MACH y Lider Bci.
Banco Falabella;Sicily Pizzería;Sicily es una pizzería contemporánea con inspiración siciliana, que destaca por sus masas artesanales de larga fermentac;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los lunes);40;Sin Tope;Lunes;;Sicily: Alonso de Córdova 4226, 7630000 Vitacura, Región Metropolitana;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-07-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/sicily-pizzeria;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los lunes / Válido en locales: / - Sicily: Alonso de Córdova 4226, 7630000 Vitacura, Región Metropolitana / - Todos los lunes / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales en Sicily
Banco Falabella;Pristino;Prístino es un restaurante en Santiago de Chile enfocado en la cocina chilena contemporánea y de autor, creado por el re;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los martes);40;Sin tope;Martes;;El Coihue 3807, Vitacura, Región Metropolitana;"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/pristino;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los martes / Válido en locales: / - El Coihue 3807, Vitacura, Región Metropolitana
Banco Falabella;Petit;Petit Cafetería es una marca de bollería premium y café de especialidad en Santiago;40% (40% dcto sin tope con CMR y 30% sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;Alto las Condes;"CMR Mastercard Elite; CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2025-11-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/petit;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% sin tope con Débito Banco Falabella / - De lunes a domingo / - Exclusivo Alto las Condes
Banco Falabella;Udon;Udon es una cadena internacional especializada en cocina asiática moderna, inspirada en los sabores de Japón y el sudest;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella de lunes a domingo);40;Sin tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;"Alto las Condes; Portal la dehesa; Costanera Center";"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/udon;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella de lunes a domingo / Válido en locales: / - Alto las Condes / - Portal la dehesa / - Costanera Center
Banco Falabella;Coppelia;Coppelia es una tradicional cadena chilena de cafeterías, heladerías y pastelerías;40%;40;Sin Tope;Lunes;;;"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región Metropolitana de Santiago;2026-08-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/coppelia;Sigue estos pasos: /  / - Todos los Lunes / - 40% de descuento pagando con tu CMR y 30% de descuento pagando con Débito Banco Falabella. / CONDICIONES  / - Solo Presencial / - No acumulable sobre otras promociones
Banco Falabella;La Maestranza;La Maestranza es un restaurante chileno que combina tradición y modernidad, inspirado en la cultura ferroviaria y el esp;40% (40% dcto con CMR y 30% con Débito Banco Falabella.);40;Sin Tope;Lunes, Miércoles, Viernes;;Avenida Vitacura 5468, Vitacura – Santiago;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/la-maestranza;Sigue estos pasos /  / - Has tu reserva en La Maestranza / - Usa tu tarjeta CMR o Débito Banco Falabella como medio de pago / - Y listo! Ya tienes tu 40% dcto con CMR y 30% con Débito Banco Falabella. / Condiciones: / *Solo Presencial / - Todos los lunes, miércoles y viernes / - *Dirección: Avenida Vitacura 5468, Vitacura – Santiago
Banco Falabella;Kento Gourmet;Kento Gourmet es un restaurante de estilo nikkei/sushi gourmet que ofrece rolls, nigiris, tiraditos, ceviches y platos c;40%;40;Sin Tope;Lunes, Martes, Miércoles, Jueves;;"Alto Las Condes (Av Presidente Kennedy Lateral 9001); Parque Arauco (Av Presidente Kennedy 5413); Av. Vitacura 5460";"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/kento-gourmet;¡Sin Tope! Disfruta con un 40% de dcto pagando con tu CMR y 30% de dcto pagando con débito Banco Falabella / Locales: / - Alto Las Condes (Av Presidente Kennedy Lateral 9001) / - Parque Arauco (Av Presidente Kennedy 5413) / - Av. Vitacura 5460 / Condiciones: / - Excluye promociones / - Exclusivo presencial / - lunes a jueves
Banco Falabella;Frida Kahlo;Restaurante temático inspirado en la cultura mexicana y la artista Frida Kahlo;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;Costanera Center: lunes a domingo;"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/frida-kahlo;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Costanera Center: lunes a domingo
Banco Falabella;Vapiano;Cadena internacional de comida italiana, famosa por sus pastas frescas y pizzas artesanales;40% (40% dcto con CMR y 30% con Débito Banco Falabella.);40;Sin Tope;Lunes, Miércoles, Viernes, Sábado, Domingo;;Avenida Presidente Kennedy 5413, Las Condes, Región Metropolitana y Avenida Providencia 1984, Providencia. Región Metropolitana;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/vapiano;Sigue estos pasos /  / - Has tu reserva en Vapiano / - Usa tu tarjeta CMR o Débito Banco Falabella como medio de pago / - Y listo! Ya tienes tu 40% dcto con CMR y 30% con Débito Banco Falabella. / Condiciones: / *Solo Presencial / - Todos los Lunes, Miércoles, Viernes, Sábados y Domingos / *Dirección: Avenida Presidente Kennedy 5413, Las Condes, Región Metropolitana y Avenida Providencia 1984, Providencia. Región Metropolitana
Banco Falabella;Muu grill;Restaurante especializado en carnes a la parrilla y cortes premium;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;"Costanera Center: Todos los días; AV Isidora Goyenechea 3000, las condes: Todos los días; Mercado Bulnes: Todos los días; Mallplaza Oeste: Todos los días; Mallplaza Los Dominicos: Todos los días; Mallplaza Vespucio: Todos los días; Mallplaza Tobalaba: Todos los días; Mall Marina Viña: Todos los días; Mallplaza Antofagasta: Lunes a miércoles";"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago, Región de Valparaíso;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/40-de-dcto-en-restaurantes-mallplaza-muu-grill;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Costanera Center: Todos los días / - AV Isidora Goyenechea 3000, las condes: Todos los días / - Mercado Bulnes: Todos los días / - Mallplaza Oeste: Todos los días / - Mallplaza Los Dominicos: Todos los días / - Mallplaza Vespucio: Todos los días / - Mallplaza Tobalaba: Todos los días / - Mall Marina Viña: Todos los días / - Mallplaza Antofagasta: Lunes a miércoles
Banco Falabella;Cabrera al Paso;Local especializado en sándwiches y comidas rápidas con ingredientes frescos;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;Mallplaza Egaña: lunes a domingo;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/la-cabrera-al-paso;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Mallplaza Egaña: lunes a domingo
Banco Falabella;Tanta;Cadena de restaurantes creada por Gastón Acurio, presente en Chile, que ofrece cocina peruana contemporánea;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;"Isidora 3000: Viernes a domingo; Mallplaza Norte: lunes a jueves; Mall Florida Center: Todos los dias; Mallplaza Tobalaba: Todos los dias; Mallplaza Egaña: lunes a miércoles";"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago, Región de Valparaíso;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/40-de-dcto-en-restaurantes-mallplaza-tanta;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Isidora 3000: Viernes a domingo / - Mallplaza Norte: lunes a jueves / - Mall Florida Center: Todos los dias / - Mallplaza Tobalaba: Todos los dias / - Mallplaza Egaña: lunes a miércoles
Banco Falabella;Mamma mia;Restaurante especializado en pizzas y pastas al estilo italiano;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;"Mallplaza Tobalaba: Todos los días; Vivo Panorámico: Todos los días; Parque Arauco: Todos los días; Mallplaza Antofagasta: lunes a miércoles";"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/40-de-dcto-en-restaurantes-mallplaza-mamma-mia;Conoce el detalle /  / Descuento: Hasta 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Mallplaza Tobalaba: Todos los días / - Vivo Panorámico: Todos los días / - Parque Arauco: Todos los días / - Mallplaza Antofagasta: lunes a miércoles.
Banco Falabella;Berlín Doner Kebab;Restaurante inspirado en la tradición alemana del kebab, con carnes asadas y salsas únicas;40%;40;Sin Tope;Lunes, Martes, Jueves;;;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2025-10-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/berlin-doner-kebab;Locales: / Gerónimo de Alderete 1579, Vitacura. / Irarrázaval 1520, Ñuñoa. / Condiciones: / - Excluye promociones
Banco Falabella;Kairos garden;Restaurante que ofrece cocina saludable y experiencias en un entorno natural;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes;;Mall Plaza Vespucio: lunes y martes;"CMR Mastercard; CMR Mastercard Elite; CMR Mastercard Premium; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/kairos-garden;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Mall Plaza Vespucio: lunes y martes
Banco Falabella;La piazza;Restaurante inspirado en la gastronomía italiana, con pizzas y pastas frescas;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;Open Kennedy desde las 19:00hrs: miércoles a domingo;"Mall Plaza Vespucio: Todos los días; Open Kennedy: lunes y martes; Open Kennedy desde las 19:00hrs: miércoles a domingo";"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/sog-la-piazza;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Mall Plaza Vespucio: Todos los días / - Open Kennedy: lunes y martes / - Open Kennedy desde las 19:00hrs: miércoles a domingo
Banco Falabella;La patrona;Restaurante que celebra la cocina mexicana con tacos, enchiladas y margaritas;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves;;La Patrona Mall Plaza Vespucio: lunes a jueves;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/40-de-dcto-en-restaurantes-mallplaza-la-patrona;Conoce el detalle /  / Descuento: Hasta 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - La Patrona Mall Plaza Vespucio: lunes a jueves
Banco Falabella;Paris texas;Una cadena estilo Tex‑Mex y americana ubicada en Mallplaza, famosa por sus ribs jugosas, hamburguesas artesanales y papa;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves;;Paris Texas Mallplaza Vespucio: lunes a jueves;"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/40-de-dcto-en-restaurantes-mallplaza-paris-texas;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Paris Texas Mallplaza Vespucio: lunes a jueves
Banco Falabella;Take a wok;Restaurante de comida asiática rápida en Santiago, especializado en woks personalizados con ingredientes frescos;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;"Parque Arauco : Todos los días; Mallplaza Oeste: Todos los días; Mallplaza Los Dominicos: Todos los días; Mallplaza Vespucio: Todos los días; Mallplaza Tobalaba: Todos los días; Vivo Imperio: Sábado y Domingo; Mallplaza Egaña: Lunes a Jueves; Mallplaza Antofagasta: Lunes a viernes";"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/40-de-dcto-en-restaurantes-mallplaza-take-a-wok;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Parque Arauco : Todos los días / - Mallplaza Oeste: Todos los días / - Mallplaza Los Dominicos: Todos los días / - Mallplaza Vespucio: Todos los días / - Mallplaza Tobalaba: Todos los días / - Vivo Imperio: Sábado y Domingo / - Mallplaza Egaña: Lunes a Jueves / - Mallplaza Antofagasta: Lunes a viernes
Banco Falabella;La sanguchera del barrio;Cadena chilena famosa por sus sándwiches artesanales y recetas tradicionales;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella de lunes a domingo);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;"Mall Plaza Egaña; Mercado Bulnes; Vivo Imperio; Costanera Center; Mallplaza Tobalaba";"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/40-de-dcto-en-restaurantes-mallplaza-la-sanguchera-del-barrio;Conoce el detalle /  / Descuento: Hasta 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella de lunes a domingo / Válido en locales: / - Mall Plaza Egaña / - Mercado Bulnes / - Vivo Imperio / - Costanera Center / - Mallplaza Tobalaba
Banco Falabella;Ekeko;Marca que celebra la cocina peruana y latinoamericana con platos llenos de sabor y tradición;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;Mercado Bulnes: todos los días;"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/40-de-dcto-en-restaurantes-mallplaza-ekeko;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Mercado Bulnes: todos los días
Banco Falabella;Badass;Un espacio urbano en Parque Arauco, nacido para quienes buscan experiencias modernas y sociales;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;Parque Arauco todos los dias;"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/badass;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Parque Arauco todos los dias.
Banco Falabella;Vendetta;Restaurante-bar temático en Santiago inspirado en la cultura italiana y el cine, con carta de pizzas, pastas y coctelerí;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves;;"locales seleccionados; Mall Plaza Egaña: de lunes a jueves; Mall Plaza Los Dominicos: de lunes a jueves; Mall Plaza Vespucio: de lunes a jueves; Patio Bellavista: de lunes a jueves";"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/vendetta;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Mall Plaza Egaña: de lunes a jueves / - Mall Plaza Los Dominicos: de lunes a jueves / - Mall Plaza Vespucio: de lunes a jueves / - Patio Bellavista: de lunes a jueves
Banco Falabella;Bistro Cascade;Restaurante estilo bistró con influencia europea, ideal para disfrutar platos gourmet y vinos selectos;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los martes);40;Sin Tope;Martes;;"BordeRío; Bistro Cascade BordeRío: Costanera Sur S.J.E. de Balaguer 6400, Vitacura, Región Metropolitana";"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-04-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/borderio-bistro-cascade;Conoce el detalle /  / Descuento: Hasta 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los martes / Válido en locales: / - Bistro Cascade BordeRío: Costanera Sur S.J.E. de Balaguer 6400, Vitacura, Región Metropolitana / - Todos los martes / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales en Borderío
Banco Falabella;Milá;Restaurante que fusiona cocina mediterránea y chilena, con platos frescos y creativos;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;"Mall Vivo Imperio: Todos los días; Alto Las Condes: Lunes y martes";"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/40-de-dcto-en-restaurantes-vivo-imperio-mila;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Mall Vivo Imperio: Todos los días / - Alto Las Condes: Lunes y martes
Banco Falabella;Barra Chalaca;Restaurante peruano que ofrece ceviches, tiraditos y cocina marina;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;"Mall Plaza Egaña: lunes a Jueves; Mall Alto Las Condes: lunes a viernes; Mall Plaza Norte: lunes a viernes; Mall Plaza Vespucio: lunes y martes; Mall Vivo Panorámico: lunes a domingo";"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región Metropolitana de Santiago, Región de Valparaíso;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/40-de-dcto-en-restaurantes-mallplaza-barra-chalaca;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Mall Plaza Egaña: lunes a Jueves / - Mall Alto Las Condes: lunes a viernes / - Mall Plaza Norte: lunes a viernes / - Mall Plaza Vespucio: lunes y martes / - Mall Vivo Panorámico: lunes a domingo
Banco Falabella;El Bodegon;El Bodegón Taberna Limeña es un restaurante en Las Condes, Santiago, especializado en cocina peruana moderna;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;Open Kennedy desde las 19:00: miércoles a domingo;"Open Kennedy: lunes y martes; Open Kennedy desde las 19:00: miércoles a domingo";"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/el-bodegon;Conoce el detalle /  / Descuento: Hasta 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Open Kennedy: lunes y martes / - Open Kennedy desde las 19:00: miércoles a domingo
Banco Falabella;Fuente Suiza;Fuente Suiza Mall Plaza Egaña es un punto de restauración estilo fuente de soda chilena ubicado en Mall Plaza Egaña (Ave;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;Open Kennedy desde 19:00hrs: miércoles a domingo;"Mallplaza Oeste: lunes a miércoles; Open Kennedy: lunes y martes; Open Kennedy desde 19:00hrs: miércoles a domingo";"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/fuente-suiza;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Mallplaza Oeste: lunes a miércoles / - Open Kennedy: lunes y martes / - Open Kennedy desde 19:00hrs: miércoles a domingo
Banco Falabella;Siete cortes;Restaurante parrillero que ofrece cortes premium y carnes a la brasa;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;Open Kennedy desde las 19:00: miércoles a domingo;"Open Kennedy: lunes y martes; Open Kennedy desde las 19:00: miércoles a domingo";"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/40-de-dcto-en-restaurantes-mallplaza-siete-cortes;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Open Kennedy: lunes y martes / - Open Kennedy desde las 19:00: miércoles a domingo
Banco Falabella;El japones;Restaurante especializado en cocina japonesa, con sushi, sashimi y platos tradicionales;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;"Mall Florida Center: lunes a domingo; Mall plaza Tobalaba : lunes a domingo; Vivo Panoramico: lunes a domingo; Isidora 3000 : viernes a domingo";"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/40-de-dcto-en-restaurantes-mallplaza-el-japones;Conoce el detalle /  / Descuento: Hasta 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Mall Florida Center: lunes a domingo / - Mall plaza Tobalaba : lunes a domingo / - Vivo Panoramico: lunes a domingo / - Isidora 3000 : viernes a domingo
